STRD_YYMM,STRD_DATE,WK_CD,TIMC_CD,MER_SIDO_CD,MER_CCG_CD,MER_ADNG_CD,BUZ_LCLS_NM,BUZ_MCLS_NM,BUZ_SCLS_NM,CST_SIDO_CD,CST_CCG_CD,CST_ADNG_CD,SEX_CD,AGE_CD,HOSH_TYP_CD,INCM_NR_CD,AMT,CNT
202303,20230313,1,3,27,24,36913811,의료업,기타,기타,11,17,37295261,1,40,2,3,185000,6
202310,20231010,1,2,36,25,93702684,서비스업,기타,기타,42,05,73140808,2,20,2,1,269600,2
202311,20231111,2,1,29,24,50992980,소매업,기타,기타,48,12,03356887,1,40,1,3,100400,2
202304,20230416,2,2,47,02,03356887,의료업,기타,기타,43,04,12448137,2,40,1,4,221400,2
202310,20231019,1,2,27,17,04265800,소매업,기타,기타,45,08,79089902,1,50,2,4,118400,4
202301,20230104,1,1,27,17,20868106,의료업,기타,기타,41,07,13756670,1,30,4,2,315800,2
202306,20230619,1,2,30,21,96102526,요식업,양식,기타,11,08,03356887,1,40,1,3,47800,4
202303,20230317,1,4,50,13,56722345,요식업,중식,기타,11,24,50992980,2,30,1,3,61200,6
202309,20230904,1,3,30,20,28898924,소매업,기타,기타,50,09,90825068,2,30,2,3,84400,2
202307,20230717,1,2,50,22,96102526,소매업,기타,기타,29,20,29958839,1,60,3,5,104400,2
202303,20230302,1,4,11,25,45176956,요식업,양식,기타,46,17,96102526,1,20,3,2,73200,4
202307,20230715,2,1,48,25,79254564,서비스업,기타,기타,27,10,56722345,2,30,1,4,295000,4
202310,20231023,1,2,31,23,31227217,의료업,기타,기타,46,12,29958839,1,40,1,5,200800,2
202307,20230707,1,3,46,18,00872249,의료업,기타,기타,48,06,03561598,2,40,9,3,470600,4
202307,20230723,2,2,30,04,11668733,소매업,기타,기타,50,13,67827639,2,40,3,1,21800,2
202311,20231122,1,2,46,03,36913811,요식업,한식,분식,41,08,03561598,1,20,2,9,56800,2
202309,20230924,2,3,47,01,73197858,서비스업,기타,기타,50,10,73197858,1,40,3,2,235200,2
202301,20230119,1,4,27,09,46164956,서비스업,기타,기타,45,12,28898924,1,40,3,4,216800,2
202302,20230216,1,2,41,08,56722345,의료업,기타,기타,31,15,26687538,2,30,2,2,250000,2
202305,20230531,1,3,41,23,94130245,서비스업,기타,기타,45,19,56306998,2,50,9,3,187400,2
202310,20231028,2,2,45,21,79254564,요식업,양식,기타,36,11,96102526,2,40,1,4,50000,2
202302,20230217,1,3,30,16,31227217,교육업,기타,기타,44,07,21429111,1,60,3,5,341000,2
202304,20230413,1,2,31,08,45667652,소매업,기타,기타,44,05,46164956,1,60,3,4,133800,2
202310,20231005,1,3,48,19,03999316,요식업,양식,기타,48,06,48181397,2,30,1,3,67000,2
202308,20230805,2,2,30,15,18728464,교육업,기타,기타,50,15,31227217,2,20,1,3,330600,2
202311,20231110,1,2,48,20,67827639,서비스업,기타,기타,44,06,29587040,1,30,4,3,253800,2
202308,20230819,2,3,41,08,00872249,소매업,기타,기타,46,13,73197858,1,60,1,4,112200,2
202309,20230913,1,2,26,13,29958839,소매업,기타,기타,30,02,11668733,2,40,3,3,132400,2
202307,20230704,1,1,28,12,45176956,서비스업,기타,기타,31,19,21429111,2,40,9,2,237600,2
202309,20230919,1,2,42,15,37295261,교육업,기타,기타,29,06,37295261,2,30,3,3,317000,4
202302,20230206,1,2,43,21,12575563,요식업,중식,기타,41,20,20868106,1,50,4,5,48600,4
202309,20230924,2,1,11,05,50992980,교육업,기타,기타,36,22,04265800,2,50,1,2,474600,2
202302,20230202,1,3,50,25,32868829,교육업,기타,기타,28,09,45667652,1,40,5,3,461000,2
202305,20230526,1,2,30,01,03356887,교육업,기타,기타,44,11,56306998,1,50,5,3,397800,2
202312,20231224,2,3,46,17,37295261,의료업,기타,기타,42,12,56306998,2,50,2,3,309200,2
202306,20230605,1,3,29,12,12575563,요식업,한식,해장국,48,18,85822413,2,40,4,2,85400,4
202305,20230530,1,2,31,14,00872249,의료업,기타,기타,46,13,56629389,1,50,2,3,252600,2
202308,20230805,2,3,41,14,73197858,소매업,기타,기타,27,06,98847494,1,40,3,2,121800,2
202304,20230407,1,1,11,06,29958839,서비스업,기타,기타,42,09,98847494,2,50,1,2,187800,2
202306,20230625,2,4,47,23,03356887,교육업,기타,기타,43,03,48181397,2,20,4,1,378200,2
202304,20230409,2,1,36,13,46164956,서비스업,기타,기타,47,08,12981053,2,20,4,1,265800,2
202304,20230417,1,4,30,21,50992980,교육업,기타,기타,26,24,00872249,2,30,3,2,482400,4
202312,20231208,1,3,43,01,90825068,소매업,기타,기타,41,19,18728464,1,30,9,3,132400,2
202312,20231219,1,3,36,06,29587040,의료업,기타,기타,27,22,45667652,1,60,4,1,404400,2
202303,20230320,1,2,43,18,20868106,의료업,기타,기타,44,15,50992980,1,40,2,2,301600,4
202309,20230906,1,1,30,18,80801587,교육업,기타,기타,43,24,73140808,1,50,5,3,468000,2
202303,20230321,1,2,47,01,46164956,교육업,기타,기타,50,13,50992980,1,20,5,4,368800,2
202302,20230202,1,2,48,25,00872249,의료업,기타,기타,29,20,12575563,1,40,1,3,325800,2
202303,20230308,1,1,31,04,03356887,소매업,기타,기타,45,22,29587040,2,50,1,3,94600,2
202302,20230206,1,4,27,15,37295261,요식업,중식,기타,26,12,00872249,2,50,4,4,61800,2
202311,20231112,2,3,27,07,79089902,서비스업,기타,기타,28,04,50992980,1,30,1,4,235600,2
202304,20230402,2,3,44,22,73140808,의료업,기타,기타,46,04,90825068,2,40,3,4,234400,2
202311,20231104,2,3,43,12,96102526,교육업,기타,기타,46,24,31227217,2,40,1,4,609200,6
202305,20230511,1,4,11,24,03356887,서비스업,기타,기타,42,20,14942604,2,60,2,3,139600,2
202306,20230611,2,1,47,12,13756670,요식업,일식,기타,29,09,03561598,2,30,1,3,35600,2
202310,20231019,1,3,30,16,13718432,소매업,기타,기타,28,20,20868106,1,50,3,1,146200,2
202306,20230621,1,4,28,25,79254564,서비스업,기타,기타,11,21,46164956,2,20,3,3,247400,2
202306,20230617,2,1,45,15,48181397,의료업,기타,기타,50,03,79254564,1,50,1,3,349800,2
202301,20230126,1,1,50,14,46164956,의료업,기타,기타,29,25,98847494,2,20,2,3,350200,2
202309,20230926,1,2,46,11,45176956,소매업,기타,기타,27,04,28898924,1,30,1,3,99400,2
202306,20230606,1,3,47,02,79254564,소매업,기타,기타,31,22,03561598,1,50,1,4,64000,2
202311,20231114,1,2,28,10,94130245,소매업,기타,기타,48,01,67827639,1,40,1,3,103000,2
202309,20230905,1,2,50,02,04265800,의료업,기타,기타,30,02,12575563,1,40,1,3,245800,6
202302,20230204,2,3,11,10,20868106,교육업,기타,기타,45,08,75329038,2,50,5,3,497400,2
202302,20230215,1,3,11,02,56629389,소매업,기타,기타,50,10,67827639,2,50,1,4,94000,2
202306,20230604,2,3,45,01,00872249,소매업,기타,기타,41,08,13756670,1,30,1,4,66800,2
202312,20231214,1,2,29,14,29345093,의료업,기타,기타,43,15,37338125,1,40,3,4,274200,2
202303,20230312,2,4,29,21,21429111,서비스업,기타,기타,30,11,36913811,2,60,1,3,224600,4
202301,20230116,1,2,41,05,46164956,서비스업,기타,기타,31,04,98847494,1,50,3,2,166000,2
202304,20230429,2,3,44,03,13718432,의료업,기타,기타,48,05,60291818,2,40,3,2,234200,2
202308,20230831,1,2,46,25,85822413,소매업,기타,기타,41,14,79254564,2,60,4,1,109600,6
202308,20230813,2,3,36,14,26687538,의료업,기타,기타,26,20,12981053,2,50,2,5,319400,2
202310,20231002,1,2,26,08,79089902,의료업,기타,기타,45,24,03356887,2,40,3,1,259400,2
202307,20230723,2,1,42,20,99529224,서비스업,기타,기타,50,05,73140808,2,40,4,2,171600,4
202312,20231223,2,2,47,01,99410742,의료업,기타,기타,47,19,12448137,2,50,1,3,318400,2
202312,20231231,2,1,47,21,03561598,소매업,기타,기타,27,17,12448137,1,50,3,5,42000,2
202307,20230714,1,3,29,06,13756670,요식업,중식,기타,30,25,12448137,1,30,4,9,31800,2
202304,20230403,1,1,41,01,73140808,요식업,중식,기타,48,16,37338125,2,40,2,2,45600,2
202308,20230821,1,3,11,08,00872249,교육업,기타,기타,41,20,37295261,2,50,1,2,378600,2
202301,20230119,1,2,27,02,29958839,소매업,기타,기타,46,06,90825068,2,40,3,3,112400,4
202304,20230401,2,1,42,11,03561598,교육업,기타,기타,45,03,48181397,1,40,1,2,547400,2
202305,20230521,2,3,26,04,21429111,서비스업,기타,기타,50,03,56306998,2,40,4,4,251400,2
202306,20230612,1,3,48,17,50992980,서비스업,기타,기타,48,16,99410742,2,30,1,2,190400,2
202308,20230827,2,2,43,12,00872249,요식업,중식,기타,31,01,37295261,1,30,4,3,59600,2
202306,20230615,1,2,11,06,73197858,요식업,한식,국밥,43,11,45176956,1,40,1,2,39800,2
202308,20230824,1,3,46,24,99529224,의료업,기타,기타,50,10,21429111,2,30,3,2,298400,2
202307,20230701,2,3,43,13,37295261,요식업,중식,기타,30,19,56722345,1,40,5,4,54200,4
202306,20230611,2,1,36,12,94130245,요식업,일식,기타,42,07,79089902,1,20,4,4,66400,6
202308,20230816,1,4,29,07,67827639,의료업,기타,기타,48,24,79089902,1,30,4,1,233800,6
202309,20230922,1,2,50,04,85822413,소매업,기타,기타,42,02,45176956,2,50,2,5,120600,2
202312,20231204,1,3,31,11,73197858,서비스업,기타,기타,31,10,03999316,2,50,3,2,291800,2
202302,20230228,1,2,44,18,31227217,요식업,카페,기타,41,05,12448137,2,40,1,3,57800,4
202310,20231004,1,1,26,04,75329038,교육업,기타,기타,26,03,87226013,1,50,5,4,440000,2
202308,20230817,1,2,31,23,48181397,의료업,기타,기타,27,25,48181397,1,20,4,5,355200,2
202308,20230822,1,2,36,05,45667652,서비스업,기타,기타,41,12,26687538,1,60,2,5,175800,2
202309,20230907,1,1,48,15,90825068,요식업,한식,고기집,42,25,80801587,2,20,1,4,64400,4
202306,20230616,1,2,45,19,96102526,의료업,기타,기타,36,20,56629389,2,60,2,3,301000,4
202310,20231030,1,2,36,06,28898924,교육업,기타,기타,27,24,12448137,2,40,3,3,409600,2
202308,20230816,1,1,28,22,56722345,소매업,기타,기타,45,11,29587040,2,20,1,2,69000,2
202311,20231122,1,2,42,13,45667652,요식업,중식,기타,47,07,11668733,2,30,3,5,60400,2
202308,20230811,1,3,50,13,98847494,서비스업,기타,기타,42,02,03561598,2,60,1,3,229800,6
202302,20230226,2,2,45,21,31227217,서비스업,기타,기타,45,13,75329038,1,30,1,2,287000,2
202307,20230704,1,4,29,05,85822413,교육업,기타,기타,27,21,14942604,1,50,3,9,495800,2
202303,20230312,2,3,47,17,87226013,교육업,기타,기타,47,13,80801587,1,30,1,3,615200,4
202312,20231231,2,4,44,02,03356887,의료업,기타,기타,48,23,03561598,1,40,3,2,238600,4
202305,20230524,1,2,27,22,37295261,교육업,기타,기타,42,20,99529224,2,40,1,3,487200,6
202310,20231021,2,4,42,10,90825068,서비스업,기타,기타,26,23,56722345,2,50,3,1,211000,2
202303,20230328,1,3,11,10,29587040,의료업,기타,기타,27,05,60291818,1,50,1,4,475000,2
202305,20230512,1,1,29,22,94130245,요식업,한식,해장국,44,06,04265800,2,30,1,3,43800,2
202302,20230213,1,3,46,25,75329038,소매업,기타,기타,36,22,94130245,2,20,3,4,66400,2
202305,20230516,1,2,48,10,56306998,요식업,한식,분식,36,13,45176956,2,40,1,5,48000,2
202308,20230818,1,1,44,14,45667652,교육업,기타,기타,41,11,03999316,1,20,3,3,187600,4
202305,20230504,1,3,30,11,00872249,의료업,기타,기타,11,22,85822413,2,20,1,2,257800,2
202304,20230423,2,1,27,02,56722345,서비스업,기타,기타,31,20,37295261,1,60,1,4,154400,2
202311,20231128,1,3,41,10,73140808,의료업,기타,기타,27,21,73140808,2,30,2,5,312000,4
202306,20230615,1,2,26,13,75329038,서비스업,기타,기타,43,02,04265800,2,30,2,3,220400,6
202311,20231109,1,1,46,07,45667652,교육업,기타,기타,28,15,12448137,1,20,1,4,587600,4
202301,20230110,1,4,45,09,13756670,교육업,기타,기타,43,13,21429111,1,50,4,3,495000,2
202302,20230205,2,2,48,04,21429111,의료업,기타,기타,44,11,45176956,1,20,9,4,253800,2
202306,20230624,2,3,30,18,03356887,요식업,양식,기타,45,22,73197858,1,30,1,4,42000,2
202311,20231120,1,1,11,24,93702684,교육업,기타,기타,36,16,75329038,1,40,2,3,449000,4
202308,20230819,2,1,26,13,18728464,요식업,한식,국밥,31,21,28898924,2,60,5,3,33400,4
202304,20230430,2,2,11,16,45667652,요식업,한식,분식,26,08,13718432,2,20,3,5,96600,4
202302,20230219,2,3,28,04,29587040,교육업,기타,기타,36,03,73197858,1,50,9,4,517800,2
202312,20231217,2,3,31,25,03356887,의료업,기타,기타,30,11,36913811,1,20,2,4,262400,2
202308,20230813,2,1,45,25,90825068,소매업,기타,기타,11,16,32868829,1,20,1,4,31400,4
202308,20230802,1,1,41,17,94130245,교육업,기타,기타,46,08,99410742,2,20,1,3,535200,6
202311,20231118,2,1,36,07,18728464,서비스업,기타,기타,50,04,45667652,1,50,3,2,193000,4
202312,20231204,1,1,29,22,56306998,소매업,기타,기타,48,06,90825068,2,20,3,2,149400,2
202306,20230621,1,1,26,18,99410742,의료업,기타,기타,30,01,29587040,2,20,1,3,172400,2
202308,20230803,1,3,43,08,29958839,소매업,기타,기타,36,24,96102526,2,30,1,3,76000,2
202308,20230812,2,1,44,05,73140808,소매업,기타,기타,31,21,80801587,2,30,1,4,100200,2
202303,20230311,2,2,43,08,12575563,요식업,양식,기타,30,21,45667652,2,40,3,2,60800,2
202309,20230925,1,3,41,01,50992980,교육업,기타,기타,46,24,56629389,1,30,1,5,354800,6
202310,20231021,2,1,48,24,46164956,요식업,양식,기타,50,02,87226013,2,40,4,4,72400,2
202305,20230504,1,3,46,07,98847494,요식업,카페,기타,44,10,56629389,2,20,2,3,38600,4
202310,20231020,1,2,29,23,26687538,의료업,기타,기타,30,12,37295261,1,40,5,1,288600,4
202306,20230620,1,2,41,23,45667652,의료업,기타,기타,31,22,32868829,2,30,5,3,309600,6
202307,20230706,1,2,26,12,03561598,요식업,한식,고기집,30,21,00872249,2,40,4,2,70200,2
202310,20231004,1,3,36,11,80801587,요식업,양식,기타,41,17,45176956,1,20,2,3,74200,2
202303,20230304,2,3,27,07,73140808,교육업,기타,기타,27,03,26687538,2,30,9,2,287400,2
202312,20231223,2,3,50,21,14942604,소매업,기타,기타,42,14,45176956,2,20,2,3,38600,2
202305,20230530,1,3,36,17,20868106,소매업,기타,기타,43,14,93702684,1,40,2,3,151000,2
202310,20231008,2,3,42,06,04265800,교육업,기타,기타,36,16,03561598,2,50,1,3,433200,2
202303,20230327,1,1,30,23,13718432,의료업,기타,기타,29,06,56629389,1,60,3,3,240000,2
202304,20230416,2,4,29,12,94130245,의료업,기타,기타,30,18,29345093,1,20,5,4,424000,6
202306,20230613,1,3,42,16,12575563,소매업,기타,기타,29,19,50992980,2,30,3,4,104600,6
202303,20230313,1,1,36,15,80801587,의료업,기타,기타,27,11,99529224,2,20,3,4,394200,4
202304,20230411,1,3,27,17,26687538,요식업,한식,해장국,31,16,31227217,2,40,1,4,61200,2
202308,20230807,1,1,44,12,29345093,서비스업,기타,기타,47,18,32868829,1,50,4,3,323600,2
202303,20230325,2,3,27,05,11668733,교육업,기타,기타,42,16,79089902,2,20,9,4,575400,2
202307,20230729,2,3,29,07,99410742,서비스업,기타,기타,45,10,00872249,2,50,2,3,185000,2
202308,20230826,2,1,42,21,37295261,소매업,기타,기타,48,04,20868106,2,30,1,5,138800,2
202301,20230115,2,4,27,20,12981053,요식업,일식,기타,44,19,56306998,2,50,3,3,72800,2
202303,20230303,1,1,26,05,31227217,서비스업,기타,기타,47,23,98847494,1,20,2,4,282000,6
202301,20230125,1,2,30,25,29958839,서비스업,기타,기타,30,18,31227217,2,50,3,3,142000,2
202312,20231219,1,3,11,05,79089902,서비스업,기타,기타,42,12,46164956,2,30,5,2,241000,2
202304,20230424,1,2,27,04,98847494,소매업,기타,기타,11,16,80801587,1,30,4,5,142200,2
202306,20230625,2,3,28,08,98847494,소매업,기타,기타,29,23,79254564,1,30,9,3,29600,4
202302,20230227,1,3,26,07,29958839,요식업,한식,고기집,26,22,60291818,2,40,5,1,36200,2
202301,20230106,1,2,31,06,28898924,요식업,한식,해장국,44,01,32868829,1,50,1,3,19200,2
202309,20230914,1,1,11,17,11668733,의료업,기타,기타,31,10,90825068,2,40,9,1,278400,2
202309,20230916,2,2,28,06,80801587,교육업,기타,기타,45,14,11668733,2,30,4,3,471600,2
202309,20230924,2,3,26,03,31227217,소매업,기타,기타,48,04,75329038,1,40,2,9,160000,2
202310,20231011,1,1,27,16,45176956,교육업,기타,기타,44,06,85822413,2,40,1,3,407400,2
202302,20230213,1,2,28,24,90825068,요식업,중식,기타,27,12,73197858,1,40,9,2,92400,4
202309,20230913,1,2,45,16,60291818,서비스업,기타,기타,41,05,46164956,1,20,2,2,117000,6
202301,20230116,1,2,11,06,75329038,요식업,한식,한정식,43,05,29345093,2,20,1,4,25800,4
202308,20230827,2,2,41,18,67827639,소매업,기타,기타,11,25,03356887,2,50,1,3,97600,4
202308,20230815,1,1,42,23,90825068,교육업,기타,기타,48,14,98847494,1,30,4,3,438400,2
202310,20231011,1,3,30,17,99529224,의료업,기타,기타,45,09,29587040,2,30,3,4,297200,2
202302,20230201,1,1,44,12,12981053,요식업,카페,기타,11,25,37295261,1,20,2,3,18600,2
202312,20231205,1,3,27,23,36913811,소매업,기타,기타,42,04,67827639,1,40,1,4,96400,2
202309,20230921,1,3,11,11,75329038,교육업,기타,기타,45,11,21429111,1,40,3,2,269400,2
202312,20231208,1,2,46,07,29587040,서비스업,기타,기타,27,18,11668733,1,20,9,3,240000,2
202302,20230217,1,2,50,16,87226013,의료업,기타,기타,31,12,36913811,2,30,4,3,329200,2
202304,20230413,1,3,47,22,48181397,교육업,기타,기타,30,01,37295261,2,50,3,2,306000,6
202308,20230828,1,2,44,15,13756670,서비스업,기타,기타,36,05,12981053,2,30,2,3,169000,4
202302,20230202,1,3,30,09,45176956,소매업,기타,기타,36,13,56629389,1,20,1,4,57600,2
202310,20231014,2,2,41,05,14942604,교육업,기타,기타,41,09,28898924,2,40,1,4,393600,4
202301,20230129,2,3,46,12,28898924,요식업,일식,기타,27,13,50992980,2,30,3,3,79000,2
202312,20231207,1,3,36,20,18728464,의료업,기타,기타,43,11,93702684,2,50,4,5,221000,2
202302,20230224,1,2,41,19,99529224,소매업,기타,기타,48,18,03561598,2,20,3,3,120000,2
202305,20230523,1,3,42,01,20868106,소매업,기타,기타,26,24,28898924,2,20,5,4,78600,2
202307,20230716,2,2,36,15,75329038,서비스업,기타,기타,11,13,04265800,1,60,4,2,152400,4
202303,20230324,1,3,41,03,46164956,교육업,기타,기타,48,16,12981053,1,50,4,5,389200,4
202303,20230324,1,2,43,15,13718432,서비스업,기타,기타,11,25,99529224,2,20,2,4,137800,2
202304,20230413,1,1,36,17,12448137,서비스업,기타,기타,29,20,45176956,1,60,2,5,166600,2
202303,20230330,1,1,46,12,99410742,의료업,기타,기타,45,13,21429111,1,60,5,4,204000,2
202302,20230215,1,3,30,02,26687538,교육업,기타,기타,46,20,04265800,1,60,1,3,596400,2
202309,20230927,1,1,31,07,03999316,교육업,기타,기타,42,24,29587040,1,30,1,2,403400,4
202312,20231213,1,2,29,01,12575563,소매업,기타,기타,41,08,45667652,1,30,3,4,72000,2
202308,20230829,1,3,45,23,87226013,소매업,기타,기타,41,03,29958839,2,20,5,3,108400,2
202311,20231107,1,2,45,10,26687538,의료업,기타,기타,44,05,00872249,1,20,1,3,291000,2
202308,20230828,1,3,46,05,04265800,소매업,기타,기타,28,11,03356887,2,40,9,2,91000,2
202308,20230809,1,2,46,06,31227217,서비스업,기타,기타,48,25,13756670,2,60,3,3,236800,2
202301,20230128,2,2,30,23,73140808,소매업,기타,기타,46,04,29587040,1,30,4,3,130200,2
202303,20230317,1,2,42,06,90825068,요식업,일식,기타,50,09,21429111,2,40,3,9,49200,2
202310,20231020,1,2,48,22,29958839,소매업,기타,기타,43,01,12575563,2,40,2,3,76800,6
202306,20230615,1,2,48,15,37295261,소매업,기타,기타,41,20,28898924,1,60,3,9,88800,2
202310,20231019,1,3,42,11,99529224,소매업,기타,기타,27,18,56722345,1,30,1,9,7800,4
202302,20230215,1,2,45,10,20868106,요식업,중식,기타,29,04,29345093,2,30,4,3,29600,2
202303,20230309,1,2,48,15,75329038,서비스업,기타,기타,48,09,21429111,2,20,2,3,282000,2
202311,20231119,2,2,47,22,79254564,교육업,기타,기타,29,16,79089902,2,40,1,3,564400,6
202309,20230902,2,3,42,08,79089902,서비스업,기타,기타,46,10,21429111,1,20,1,2,185000,2
202302,20230218,2,2,27,25,60291818,교육업,기타,기타,11,04,12981053,2,20,1,3,457600,2
202312,20231227,1,3,47,20,04265800,서비스업,기타,기타,43,06,11668733,1,50,3,5,218600,2
202310,20231001,2,1,30,21,56306998,요식업,한식,고기집,47,23,26687538,2,60,3,3,121400,2
202311,20231112,2,1,29,01,73197858,서비스업,기타,기타,28,01,13718432,2,50,1,4,267000,2
202308,20230812,2,2,47,05,56306998,의료업,기타,기타,46,01,18728464,1,20,4,9,289600,2
202308,20230819,2,2,45,02,67827639,의료업,기타,기타,11,04,37295261,2,30,2,3,223400,2
202310,20231011,1,2,50,19,50992980,서비스업,기타,기타,48,08,12448137,1,20,3,3,103600,2
202311,20231128,1,2,44,15,13718432,교육업,기타,기타,46,01,90825068,1,20,2,2,420200,2
202312,20231217,2,3,45,14,45176956,서비스업,기타,기타,44,16,90825068,2,30,4,4,154600,2
